epoch,dice_metric,loss,mean_IOU_gpu
163,0.89668244,0.08487100677207263,0.8169191
164,0.89117324,0.08786117573353378,0.80776036
165,0.89697444,0.08313022132473763,0.81695473
166,0.88123655,0.09854810242776317,0.7930479
167,0.8957898,0.08532933610482048,0.81564146
168,0.8814102,0.09700078671478261,0.7928085
169,0.8880215,0.09074062679075834,0.8028116
170,0.8868255,0.0941244883820264,0.8024084
171,0.88199687,0.09534028654146676,0.79236156
172,0.89549994,0.0833901356567036,0.81375957
173,0.891799,0.08740124031148776,0.8089779
174,0.89074016,0.08814047295788321,0.8069242
175,0.8975477,0.08263115063685962,0.8172649
176,0.8942955,0.08553185217985601,0.8125923
177,0.89351726,0.08504334980189199,0.81165344
178,0.8924492,0.08759125677699392,0.8100967
179,0.8953221,0.08290337880301957,0.81417364
180,0.89048564,0.08688301109530107,0.8064007
181,0.88875115,0.09005472856112803,0.8047172
182,0.9029993,0.07821975684150903,0.8265303
183,0.8896272,0.08958151219694903,0.8047787
184,0.8978903,0.08022765160510034,0.81699246
185,0.89363265,0.08477199504697563,0.8111355
186,0.89726686,0.0830722391755894,0.8182537
187,0.89459515,0.08392713045833086,0.8130223
188,0.8954103,0.08376429339099412,0.8139222
189,0.90149474,0.07905717054852332,0.82424587
190,0.893441,0.08405495508376395,0.81090677
191,0.8961299,0.0844045847729601,0.81628084
192,0.90367997,0.07722127362333163,0.82727337
193,0.8991676,0.08061205584442976,0.82005066
194,0.8995709,0.07978584455570789,0.8206512
195,0.8864666,0.09236589518159327,0.8002517
196,0.8954273,0.08407961953468997,0.81487197
197,0.9015993,0.07860133219322171,0.82442135
198,0.8952642,0.08435172188763666,0.81461066
199,0.88393927,0.09394460498835101,0.7965002
200,0.903988,0.07683706498055747,0.8281184
201,0.8869476,0.09171536075647431,0.80201685
202,0.8904924,0.08909075748589304,0.80696744
203,0.8981494,0.08190021643208133,0.8179706
204,0.89692724,0.0814359344052847,0.81637603
205,0.89598453,0.08362381111341294,0.8149625
206,0.90398014,0.07686756171210847,0.82781804
207,0.8998807,0.08036446456581053,0.82187337
208,0.90292454,0.07873140954685331,0.8268117
209,0.90064055,0.07891605297724406,0.82295567
210,0.90389663,0.07625957006456877,0.8271194
211,0.89695,0.08421900326555426,0.81725496
212,0.9034777,0.07612013878921668,0.8275813
213,0.89349437,0.08647507579639704,0.8121153
214,0.8936496,0.08452479644782013,0.81031424
215,0.9027323,0.07985776457747426,0.82697195
216,0.89011806,0.08982597590621674,0.8062938
217,0.8942395,0.08626566501804675,0.8140793
218,0.8953314,0.08408556951943671,0.8153257
219,0.8888781,0.09015430020864564,0.80352354
220,0.88973165,0.08848379853397909,0.80531216
221,0.90018994,0.08003788857222205,0.8209124
222,0.8963603,0.08271081215052893,0.81577927
223,0.89928484,0.0811807569868938,0.8214648
224,0.8994379,0.08072006333656985,0.82020044
225,0.9005666,0.07872784720978351,0.82195
226,0.89580804,0.08244322853708508,0.81429213
227,0.89673424,0.08265757982176963,0.81697273
228,0.8924748,0.08792614425071563,0.8104512
229,0.896548,0.0827901635620028,0.8163757
230,0.9053756,0.07445378511240988,0.8295101
231,0.90170634,0.07933054444841062,0.824491
232,0.9035126,0.07786018851053234,0.8276452
233,0.89544284,0.08481757397377732,0.8141632
234,0.9026587,0.0772651620021071,0.8254598
235,0.90964454,0.07095451952155793,0.83641845
236,0.89485717,0.08450333905791996,0.8139239
237,0.9055453,0.07358371202993874,0.8302739
238,0.89563036,0.08481284780333741,0.8149561
239,0.90328777,0.0782595935531638,0.8271711
240,0.9049488,0.0755896612324498,0.8285617
241,0.89732486,0.08327865051199691,0.81760836
242,0.89639896,0.08309323039620814,0.8158908
243,0.9026681,0.07890544340691784,0.8259628
244,0.9118629,0.07049335142352967,0.8405879
245,0.90957797,0.07189215689596504,0.8369353
246,0.899402,0.080153115375927,0.8203365
247,0.90007496,0.07953975946087428,0.8216285
248,0.90041053,0.0796842212139657,0.8221925
249,0.89807427,0.08246921599287578,0.81916845
250,0.8612174,0.11763455769555135,0.7637494
251,0.89070106,0.08836190551143101,0.8062748
252,0.8858546,0.09404528265198071,0.8027639
253,0.879157,0.09959575170745151,0.7895514
254,0.893938,0.08699627540478802,0.81273264
255,0.9062789,0.07353988137434829,0.8320201
256,0.89320976,0.08705656034777863,0.8114063
257,0.8938307,0.08636295797322134,0.8130341
258,0.9016658,0.07806897566023499,0.8234339
259,0.91071296,0.07034169216499184,0.8382572
260,0.89743125,0.08178533698347482,0.81695473
261,0.9066873,0.07477084387357187,0.8323224
262,0.9014764,0.07869235544719479,0.82361466
263,0.9146582,0.06691042392166575,0.84520817
264,0.91064274,0.07065938746161533,0.8383235
265,0.91065353,0.07011803820955032,0.83833015
266,0.90437335,0.07650525350537565,0.8286543
267,0.9040904,0.07550637145536114,0.82752365
268,0.8991029,0.08251949903940914,0.82051927
269,0.9076434,0.07318901283798193,0.8338876
270,0.90304095,0.07678225367433494,0.8268528
271,0.90272915,0.07751855775337628,0.8261105
272,0.90585744,0.07543326054483351,0.8311291
273,0.91206545,0.06897162728839451,0.84060043
274,0.9028506,0.07723708145997742,0.8255987
275,0.90945745,0.07308552677583213,0.8379599
276,0.90115285,0.07978116186580272,0.8238419
277,0.90177363,0.07862821561895837,0.82445824
278,0.89987373,0.0794069098703789,0.8216155
279,0.89322954,0.08714167959988117,0.81135505
280,0.89555883,0.08313895666012258,0.8136068
281,0.9061939,0.07432258531752259,0.83047754
282,0.9161553,0.06598936433367657,0.84774965
283,0.8995784,0.08020374231567287,0.8206221
284,0.90107906,0.08031779794831469,0.82338506
285,0.89395016,0.08528470646853399,0.8120593
286,0.9061201,0.07368826179417094,0.8310019
287,0.902194,0.07774136232381518,0.8249444
288,0.91178495,0.06974496193832219,0.840554
289,0.91422975,0.06858706547681129,0.8442977
290,0.90216374,0.077698798229297,0.82474643
291,0.907961,0.07117356399469303,0.83316785
292,0.9007106,0.0792120804615093,0.8224466
293,0.8972153,0.0830101544282051,0.817926
294,0.90346235,0.07592856936683559,0.82647127
295,0.9065701,0.07320876317945393,0.83165014
296,0.89969337,0.08010486097573633,0.82105386
297,0.9039131,0.07633731367461609,0.8274008
298,0.90503633,0.07620419877948183,0.8301803
299,0.9118955,0.06895776828656895,0.8404284
300,0.9145816,0.06800133541151128,0.8452772
301,0.90340036,0.07594676148334537,0.82644206
302,0.9120705,0.07008117202180203,0.84101075
303,0.90323806,0.076941916813152,0.8275641
304,0.9033006,0.0771391030325733,0.8262018
305,0.90837437,0.07198499826093514,0.83440113
306,0.9097176,0.07086390896578028,0.8367578
307,0.9059426,0.07427818787218345,0.8305182
308,0.90168715,0.07775112006324109,0.8238851
309,0.8996443,0.08016318270955423,0.82208234
310,0.90962833,0.07183422342018046,0.8365331
311,0.9122588,0.06950372152707794,0.841331
312,0.90223616,0.07729760559294561,0.8244687
313,0.90485615,0.07638168897517401,0.8293804
314,0.9020069,0.07761936401477967,0.82501054
315,0.91185975,0.06871156522420922,0.8403843
316,0.90504324,0.07492655160074885,0.82940775
317,0.90946406,0.07132675658648062,0.8364422
318,0.9053661,0.07414582217432032,0.8296411
319,0.9091027,0.07044247248106533,0.83511055
320,0.918501,0.06317544354107042,0.8512602
321,0.9146829,0.06755608519670939,0.84521616
322,0.90604514,0.07538722767823874,0.8317427
323,0.9008086,0.08019461462067233,0.8233027
324,0.9110031,0.0705904932598574,0.8389492
325,0.89777875,0.08160124406820596,0.8181902
326,0.9078961,0.07290709201208871,0.83450764
327,0.89807636,0.08176550624722784,0.8185319
328,0.9049114,0.07652309023295388,0.82975733
329,0.90469676,0.07504097558557987,0.8293354
330,0.9122182,0.06946480620389033,0.84082925
331,0.90629965,0.07377069855503963,0.8309328
332,0.9125293,0.0697147265227154,0.8416036
333,0.9019538,0.07949204780537673,0.8259436
334,0.9004135,0.0802402315717755,0.82232267
335,0.90585375,0.07459783907791581,0.8307005
336,0.90687513,0.07431185412963834,0.83250475
337,0.90839946,0.07278425906869498,0.8352354
338,0.90766424,0.0731532745665372,0.83277136
339,0.8977951,0.08239701695062897,0.81849873
340,0.9069156,0.074561189276853,0.8327118
341,0.9045587,0.07576378013449486,0.8281787
342,0.9066001,0.07371478937942573,0.83201134
343,0.9117853,0.06950470116553885,0.8403831
344,0.9132279,0.06805746686277968,0.8425658
345,0.9074435,0.07395156446580935,0.83370495
346,0.9141717,0.06718970223734475,0.84363455
347,0.9095394,0.07181241481818935,0.8367172
348,0.912465,0.0687193763489374,0.8417363
349,0.9042756,0.07816505398262631,0.82926834
350,0.9118887,0.06913115217754937,0.8406414
351,0.91406506,0.06810802714240671,0.8438053
352,0.89956015,0.08038095264422773,0.82069314
353,0.91305393,0.06814504330131141,0.8422256
354,0.9154336,0.0659792542720985,0.8463576
355,0.9089981,0.07206785471902953,0.8360114
356,0.9093356,0.07099698391752411,0.8363873
357,0.9106855,0.06963197405290122,0.8379478
358,0.90519875,0.07543101246384057,0.83011526
359,0.9057806,0.07457175482102114,0.8310218
360,0.90887374,0.0719892799929537,0.8352047
361,0.9124575,0.06799574111672965,0.84098685
362,0.9103455,0.06964764525794019,0.83726764
363,0.91050875,0.07099949359668023,0.8387738
364,0.9096843,0.07116322687855273,0.8367491
365,0.9160813,0.06603392213582993,0.8467702
366,0.90536743,0.07517478605638249,0.830277
367,0.9171645,0.06516450167530113,0.84852755
368,0.9045034,0.07697087547017469,0.8295704
369,0.90887576,0.0722767168072739,0.835996
370,0.9035657,0.07826368638662377,0.828654
371,0.9048883,0.07658139802515507,0.8297958
372,0.9139392,0.06584919945835466,0.8432565
373,0.91857433,0.06391588107428768,0.85150224
374,0.9140751,0.06723508364850223,0.8435025
375,0.9062486,0.075661246693044,0.8318748
376,0.9050875,0.07517490705305879,0.82920015
377,0.91267896,0.06839940956596172,0.8418863
378,0.90369576,0.07722807380210872,0.8273271
379,0.90971607,0.07202606202300751,0.83803004
380,0.9011356,0.07854604976947861,0.82345927
381,0.91303045,0.06896521958212058,0.84202915
382,0.9138821,0.06752292804344735,0.84356576
383,0.9083865,0.0716778344540584,0.8341927
384,0.9168864,0.06503633007106155,0.8482411
385,0.90717816,0.07322558162338806,0.8325018
386,0.9176247,0.06482226606646571,0.8496546
387,0.91674936,0.0648861349644986,0.848515
388,0.8996839,0.08006337968011697,0.8213349
389,0.90986896,0.07059414906784742,0.8366988
390,0.9049472,0.07506476668170606,0.82917804
391,0.9188706,0.06363786962071452,0.8513558
392,0.9025704,0.07774664809682755,0.825742
393,0.90792453,0.07293175522125128,0.83418584
394,0.9136076,0.06858998113735155,0.8442743
395,0.9113551,0.07012054011827767,0.8394973
396,0.9140648,0.06753785023936118,0.84489536
397,0.90732145,0.0730917128085187,0.8326252
398,0.9054746,0.07377306247750919,0.82947993
399,0.91497195,0.06650593144950842,0.8452139
400,0.9128789,0.0689023213856148,0.84198314
401,0.9164716,0.06545228296608636,0.8487718
402,0.9136063,0.06765564602583346,0.84317786
403,0.9073129,0.07209471498399672,0.8330257
404,0.90772384,0.07332782219681475,0.8335339
405,0.906847,0.07476244769012085,0.8326774
406,0.908164,0.07351878994718344,0.8345713
407,0.9149952,0.06607178598642349,0.84539735
408,0.91529495,0.06581347445120113,0.84548706
409,0.9160564,0.06550166101166696,0.8471514
410,0.91416407,0.06791108120420966,0.8437211
411,0.91635925,0.06565214123463992,0.8472913
412,0.91294384,0.0681489852416997,0.8419336
413,0.9045086,0.07543095679144667,0.82877487
414,0.912926,0.0688309090193173,0.84208316
415,0.90878576,0.07323434405179337,0.8363755
416,0.90579426,0.07449340035743786,0.8305757
417,0.91566634,0.06626265102790461,0.8464874
418,0.9135288,0.06758140076440994,0.8428981
419,0.9166949,0.06430711531353117,0.8480141
420,0.9116014,0.06941189076939616,0.839568
421,0.9106134,0.07152283436270675,0.83873117
422,0.9075606,0.07298991823512496,0.8336781
423,0.9175674,0.06454343794647491,0.849042
424,0.9114835,0.07024924532331601,0.8400522
425,0.9153702,0.06594418077682605,0.84580624
426,0.92046094,0.06261237887571557,0.85439193
427,0.9135585,0.06805056363645226,0.84325755
428,0.92204785,0.05998936329375614,0.85677314
429,0.9118311,0.06928338268489549,0.8403154
430,0.9170435,0.06579865016645253,0.8497157
431,0.91370344,0.06839590275076905,0.84355944
432,0.9111725,0.07003987270096938,0.8392313
433,0.91107273,0.07001030825153746,0.83862746
434,0.9105566,0.07011138881095733,0.839126
435,0.91038793,0.07133126849628459,0.8385029
436,0.9099782,0.07054240587684843,0.83752066
437,0.9139002,0.06725524168348673,0.84364283
438,0.90912086,0.0713579747449569,0.83569187
439,0.914893,0.0679298798092688,0.8461249
440,0.91123646,0.07034149683184093,0.83953166
441,0.90787244,0.07351037116740088,0.83466345
442,0.9089525,0.07119545137340372,0.8358607
443,0.9144985,0.06698925680283344,0.8448
444,0.89149547,0.08958995240655812,0.8102361
445,0.8967824,0.08302840123874973,0.8157653
446,0.909633,0.07167256292369631,0.83725655
447,0.9153953,0.06617866898651677,0.846476
448,0.91275716,0.06820031430459383,0.8416053
449,0.92408884,0.059305086506135536,0.86034614
450,0.91254795,0.0686770033919149,0.84152097
451,0.9132823,0.06902885850932863,0.84339607
452,0.92095184,0.06270216732765689,0.8550196
453,0.9011344,0.07916485222827907,0.82347995
454,0.89901567,0.07963507091908743,0.8196391
455,0.9199398,0.06243769339088238,0.8539281
456,0.91372526,0.06894891677104463,0.84436196
457,0.9204522,0.06236702899890716,0.85474086
458,0.91604584,0.06567306577632523,0.8471142
459,0.91216034,0.06870463644765844,0.8413471
460,0.90621287,0.07445045664078659,0.83178943
461,0.90741724,0.07396954702533255,0.83314943
462,0.91111547,0.06962590015521555,0.839544
463,0.91183084,0.06976294474243516,0.84043014
464,0.9172414,0.06506626750107365,0.84884423
465,0.9214596,0.061360561862738444,0.855814
466,0.91526294,0.0662888012299634,0.8453922
467,0.9085353,0.07156092729983908,0.8350039
468,0.9121115,0.06905881449053383,0.8407058
469,0.9182315,0.06399529387779308,0.8502778
470,0.913737,0.06824795151072921,0.84322995
471,0.91667753,0.06632675817518523,0.84874076
472,0.91604775,0.06505818538969815,0.8467642
473,0.9177211,0.06485414651758743,0.85007197
474,0.91229033,0.06912942490342891,0.84129906
475,0.9161585,0.0652566429490995,0.8478351
476,0.91772485,0.06416694033477041,0.84980106
477,0.9180119,0.06454303602904382,0.84997874
478,0.9175191,0.06416807882487774,0.84914666
479,0.9192789,0.062256179091454755,0.8524517
480,0.9163319,0.06548871338894272,0.8481375
481,0.92237675,0.06070728291465779,0.8575736
482,0.9157321,0.06533338184082749,0.8461706
483,0.91522384,0.0669540971743338,0.8466555
484,0.9149309,0.06715140939511434,0.8457418
485,0.9202563,0.06285890752468447,0.85419035
486,0.91802007,0.06419049192107085,0.85085005
487,0.9200373,0.06254315780795584,0.8537472
488,0.91254056,0.06900880942967805,0.8415565
489,0.92021805,0.06343272234303783,0.8545492
490,0.91332644,0.06838336699839795,0.84247696
491,0.91883254,0.06338879637269661,0.85222864
492,0.91464734,0.06712112946416994,0.84491825
493,0.9180943,0.06377037277802675,0.85067785
494,0.9165831,0.0653718915212937,0.8481764
495,0.9222025,0.06040148412564186,0.8574456
496,0.9208051,0.06139565605406809,0.8551543
497,0.9191402,0.06304784756944035,0.85213053
498,0.916667,0.06595226443099855,0.84818983
499,0.9085269,0.07217827249280732,0.8357191
