epoch,dice_metric,loss,mean_IOU_gpu
0,0.85471654,0.14146279272708026,0.76309854
1,0.8998226,0.08564404174309186,0.8254873
2,0.9271179,0.05743021879232291,0.86652094
3,0.92631453,0.05785074576058171,0.8654509
4,0.93336856,0.05375811342864928,0.8788653
5,0.938897,0.04742844570239987,0.8858084
6,0.9351563,0.05097541149065952,0.88059866
7,0.9379154,0.048390739042349536,0.88437337
8,0.94158715,0.044951478734311434,0.8908465
9,0.94419396,0.043033451368712415,0.8955376
10,0.9389519,0.048201133656983426,0.88597745
11,0.9407307,0.0463069062680006,0.8896194
12,0.9419796,0.04532395805599111,0.8911517
13,0.94758713,0.04019970539016555,0.9010721
14,0.9438987,0.04310378040930237,0.8947844
15,0.94614303,0.04106465222859623,0.8984745
16,0.94781065,0.03989332069576991,0.9014316
17,0.9451599,0.04239820702133155,0.89707184
18,0.9427237,0.04438681857227677,0.89260256
19,0.94649893,0.04104629499517908,0.89941925
20,0.9469482,0.04072030153915738,0.9005509
21,0.94704115,0.040782748655688886,0.9001163
22,0.94723886,0.04053399025114498,0.9007543
23,0.94828767,0.04013620478787808,0.90263814
24,0.9481422,0.0400889092736473,0.9022429
25,0.95168847,0.03666535358537327,0.90845394
26,0.9514591,0.037193387107114596,0.90822333
27,0.94431937,0.04264441732731131,0.8953021
28,0.9493195,0.03874331891461454,0.9041722
29,0.9514843,0.03659831628090504,0.90806735
30,0.95362675,0.03527827709536962,0.91190636
31,0.9470328,0.040895580680984436,0.9003707
32,0.9490124,0.03865715146365792,0.90363765
33,0.9502928,0.03802422003237286,0.90602237
34,0.953437,0.035429463693589874,0.91153824
35,0.9555936,0.03367189782662223,0.9153222
36,0.9520048,0.036485016468272666,0.9089537
37,0.9522066,0.03628288307274231,0.9093994
38,0.9512819,0.03736612731308648,0.90772325
39,0.9521849,0.03660024171977332,0.9094982
40,0.9507196,0.03767192935702777,0.9068043
41,0.95245826,0.036293444383626035,0.9097676
42,0.9539175,0.03518120006592286,0.91233796
43,0.9537343,0.03547618967114073,0.9119927
44,0.9529343,0.03576085235773012,0.910681
45,0.95178044,0.03647272599240144,0.9084605
46,0.9517664,0.03664767130682565,0.9085593
47,0.94856596,0.03956656400678736,0.90299636
48,0.9567571,0.032675153020806987,0.917445
49,0.95534325,0.03406306196267557,0.9149191
50,0.9553633,0.03434060948590437,0.9150554
51,0.9557829,0.03352490887798444,0.91596127
52,0.9548874,0.03423718474052771,0.9141248
53,0.95497817,0.03430811973345099,0.9142547
54,0.95643854,0.03310655421492728,0.9169775
55,0.9505257,0.03782375022355053,0.90651894
56,0.954157,0.03533077971878076,0.91299915
57,0.95163983,0.03674962179678859,0.90823513
58,0.9523015,0.036404756509294416,0.9095879
59,0.95261955,0.03612885159449746,0.91011566
60,0.955972,0.03343732034166654,0.9160628
61,0.9554786,0.03393494515595111,0.9152371
62,0.95458466,0.034877157459656395,0.91377366
63,0.9522461,0.03640894027370395,0.909434
64,0.95325506,0.03557373453496081,0.91126347
65,0.9550597,0.03417684581845698,0.914607
66,0.954371,0.034846360052023274,0.9131777
67,0.96044886,0.030009428170895337,0.9242403
68,0.9529448,0.03575330451507159,0.9106969
69,0.95626956,0.033639109721689514,0.9167113
70,0.9558326,0.0338907316891533,0.9159949
71,0.95379514,0.035602338593265025,0.912299
72,0.95806956,0.03204760279957995,0.920035
73,0.95838565,0.031637938373317624,0.9205319
74,0.95756876,0.03244707088052022,0.9190074
75,0.9571226,0.03214945804064322,0.91816604
