epoch,dice_metric,loss,mean_IOU_gpu,val_dice_metric,val_loss,val_mean_IOU_gpu
0,0.8415822,0.1526572646930663,0.741606,0.9396490454673767,0.047583190090954304,0.887540876865387
1,0.9024932,0.08276218981152833,0.8276128,0.9409384727478027,0.04598480734974146,0.8891440033912659
2,0.91594505,0.06922698758467279,0.8493453,0.9340803623199463,0.05016241990029812,0.8771087527275085
3,0.92482966,0.05909878713539755,0.8619188,0.9320850372314453,0.05191196937114,0.873767614364624
4,0.92819977,0.05645159266964354,0.86764604,0.9290623664855957,0.05376459915190935,0.8686368465423584
5,0.92208856,0.06162481301586435,0.85831505,0.9105595350265503,0.06921950098127126,0.8383302092552185
6,0.92538166,0.05859132003829335,0.863371,0.9074905514717102,0.07299935571849346,0.8337208032608032
7,0.92986697,0.05472117423484422,0.8704966,0.8917649984359741,0.0882305160537362,0.8089725375175476
8,0.93219733,0.05354088526030983,0.87423885,0.867584228515625,0.11218413755297661,0.7720102071762085
9,0.9324035,0.05320606525573465,0.87539375,0.870566725730896,0.10866662032902241,0.7767173051834106
10,0.9372419,0.049230337406348704,0.88308495,0.8129431009292603,0.17120411470532418,0.6947242021560669
11,0.92994297,0.05456531721383634,0.87024975,0.8477246165275574,0.13019659094512462,0.7417638897895813
12,0.93501395,0.05114644944592558,0.8795665,0.8024147748947144,0.18072036005556583,0.6794953346252441
13,0.93497485,0.050923247812221746,0.8799487,0.7765205502510071,0.21300107538700103,0.646857500076294
14,0.9378881,0.04807843574595572,0.8841765,0.8556031584739685,0.12584545116871595,0.7549753785133362
15,0.93511814,0.05137758463094331,0.8799928,0.8535823225975037,0.12924432918429374,0.7529277205467224
16,0.9381042,0.04792993705757339,0.88453096,0.8260615468025208,0.15812025807797908,0.7138209342956543
17,0.9394853,0.04711217922393722,0.88693506,0.8145171999931335,0.17190799303352833,0.6970541477203369
18,0.9430048,0.04443523218159122,0.8930541,0.7868902087211609,0.20594873271882533,0.6601436734199524
19,0.9384949,0.047542878285501945,0.88529885,0.843139111995697,0.14091351561248303,0.7370526194572449
20,0.9354687,0.05045209616196878,0.88017166,0.8380687832832336,0.14575768340379,0.7302111983299255
21,0.9376788,0.04795215730414246,0.88365006,0.7254087924957275,0.27956083133816717,0.5811062455177307
22,0.9367092,0.04902575878106585,0.88222265,0.8551278114318848,0.1280905047431588,0.7547910809516907
23,0.9417723,0.04511689383423689,0.8909116,0.7652535438537598,0.22948395028710367,0.6308248043060303
24,0.9442107,0.04317664686176512,0.8954529,0.8301066756248474,0.15711816027760506,0.718829333782196
25,0.9397065,0.04625068808143789,0.88749385,0.8324906229972839,0.1542849714308977,0.721846342086792
26,0.93836427,0.04805691732150136,0.8850332,0.8060926198959351,0.18386475391685964,0.6860807538032532
27,0.93794155,0.04839092534449366,0.8846456,0.8002875447273254,0.19209785088896753,0.6790205240249634
28,0.9327845,0.051681506776749486,0.87541467,0.7824530005455017,0.21229901850223543,0.6544389128684998
29,0.9451304,0.04227914501244974,0.89660454,0.7684383392333984,0.23028139032423497,0.6365668773651123
30,0.9371046,0.049627581272612915,0.8834757,0.8590885400772095,0.1250437917932868,0.7608047723770142
31,0.9397575,0.04525008359265448,0.88713074,0.8333770036697388,0.15271433267742396,0.7238880395889282
32,0.9406485,0.04523689444694254,0.8890079,0.853481650352478,0.1319620131701231,0.7524719834327698
33,0.93894196,0.0475015715140887,0.8865751,0.8583422899246216,0.125858311727643,0.7595851421356201
34,0.94145274,0.045226560642171384,0.8902762,0.7827504873275757,0.21367744214832782,0.6563704609870911
35,0.93978745,0.04674815388415197,0.8878361,0.8356219530105591,0.15083854749798775,0.7271140217781067
36,0.93906015,0.047048080242191904,0.8860221,0.7640013098716736,0.23566852867603302,0.6312116384506226
37,0.9430018,0.04374524102442794,0.8929952,0.665346086025238,0.3727249492704868,0.5137342214584351
38,0.9356692,0.04976437400763083,0.8806071,0.8262174129486084,0.16120293349027634,0.7129379510879517
39,0.94298995,0.04319664967632053,0.8929933,0.825235903263092,0.16273724287748337,0.7114579677581787
40,0.94145995,0.04514572758114699,0.8904561,0.7417193055152893,0.2663443769514561,0.6029214262962341
41,0.944327,0.04269377845856878,0.8951482,0.7164093852043152,0.2999474233388901,0.5719273686408997
42,0.9381418,0.04772104638995546,0.884972,0.7829635143280029,0.21292185433208943,0.6546309590339661
43,0.93844104,0.04756591640262291,0.8851042,0.8087826371192932,0.18213737450540066,0.6882441639900208
44,0.93896043,0.04714868870573213,0.88610744,0.7854338884353638,0.20938657075166703,0.6570936441421509
45,0.94118494,0.045762851853111776,0.88982624,0.7719343304634094,0.22700933560729028,0.6395501494407654
46,0.9468242,0.04075708736975988,0.89968365,0.812082827091217,0.1797399115562439,0.6928675174713135
47,0.94112706,0.04529292591743999,0.889735,0.7812978625297546,0.2171273060142994,0.6520794630050659
48,0.9461236,0.041340512439909605,0.8984146,0.8005568981170654,0.1936557759344578,0.6773602962493896
49,0.9436396,0.04361795267146645,0.89441764,0.7728323936462402,0.22848165169358253,0.6415526866912842
50,0.94396085,0.04301506512318597,0.8945165,0.7431743144989014,0.26530675157904626,0.6031423807144165
51,0.94657564,0.04091703455255489,0.89932215,0.7872753739356995,0.2101330078393221,0.6598439812660217
52,0.93348557,0.05198944666695715,0.87700397,0.8245180249214172,0.16510534849017858,0.7117526531219482
53,0.9456806,0.04112100281348132,0.89750904,0.777716875076294,0.22215083934366703,0.648033082485199
54,0.9435735,0.0431729583916339,0.89398676,0.8294126391410828,0.16033307448029518,0.7175912261009216
55,0.9461126,0.0423258181774255,0.8985077,0.7801969647407532,0.2181336507946253,0.6500295996665955
56,0.9438084,0.042930540449992574,0.89450014,0.7689999938011169,0.23193618148565293,0.6365436315536499
57,0.94896406,0.039195439994636205,0.9036638,0.7616127729415894,0.2424254186451435,0.6257394552230835
58,0.945914,0.04129656995035181,0.8981199,0.7356404662132263,0.27724979281425477,0.5937049388885498
59,0.9434828,0.04345926642417908,0.89374524,0.7492289543151855,0.2611487780511379,0.6126565337181091
60,0.9435888,0.043916444454078725,0.89468694,0.7497020959854126,0.25646146297454836,0.6111900210380554
61,0.94837946,0.04002433582538306,0.9027844,0.8018836379051208,0.1932149187475443,0.6801674365997314
62,0.9456301,0.04109258789832544,0.8973906,0.7471119165420532,0.2607342042028904,0.607695460319519
63,0.9442612,0.04362221820411658,0.8953665,0.8515074849128723,0.1358949062600732,0.7489809989929199
64,0.9451322,0.04271732697808983,0.8971245,0.79897141456604,0.19697909712791442,0.6752528548240662
65,0.9446211,0.04220851516407548,0.8959235,0.7849044799804688,0.21621350578963758,0.6587074398994446
66,0.94763976,0.040620968931100586,0.9013911,0.7381628155708313,0.27362730741500857,0.5956010222434998
67,0.9437539,0.04382765895188457,0.8943682,0.783342182636261,0.21717008538544177,0.6547404527664185
68,0.9430678,0.04371165664810123,0.89327997,0.7596081495285034,0.24722442999482155,0.6240841150283813
69,0.94775593,0.040440919799636106,0.90166795,0.7542870044708252,0.2539474537223578,0.6169939041137695
70,0.94789356,0.03983782557300245,0.9015356,0.7667124271392822,0.237614034563303,0.6317082047462463
71,0.94604415,0.041580547399894155,0.8987216,0.8512526154518127,0.1373422636091709,0.7486090660095215
72,0.9479754,0.038904981913440155,0.9015557,0.7862451672554016,0.21496381118893623,0.6581200957298279
73,0.94294363,0.04423317190899392,0.8930632,0.7408856749534607,0.2729001735150814,0.6006050705909729
74,0.94576657,0.041560583606813896,0.8976379,0.7785597443580627,0.22246815480291843,0.647645115852356
75,0.9463967,0.04087226437122533,0.89881474,0.8606542348861694,0.12714296218007803,0.7621392011642456
76,0.9433536,0.043378885308600436,0.89348024,0.8258928656578064,0.16696434400975704,0.7122648358345032
77,0.9449276,0.0428983878457185,0.8964585,0.7801059484481812,0.22031161047518252,0.6490629315376282
78,0.9496379,0.038163072758852834,0.9045326,0.7931280732154846,0.20538164161145686,0.6671575307846069
79,0.949061,0.039104628197924055,0.9036746,0.7627110481262207,0.2450747437775135,0.6276326179504395
80,0.94908506,0.03913683684147669,0.90382665,0.8220005035400391,0.17218800738453865,0.706911563873291
81,0.94658244,0.0417941411148117,0.9000341,0.7876378893852234,0.21321840919554233,0.6602793335914612
82,0.94661075,0.041356747838282824,0.89932835,0.8277756571769714,0.16495318323373795,0.7148537635803223
83,0.95078856,0.03734845252274865,0.90663147,0.7784736156463623,0.22447850286960602,0.6473796367645264
84,0.9494034,0.038001327803640655,0.90428185,0.8275402188301086,0.16554184928536414,0.7147731184959412
85,0.9446414,0.04325668342562035,0.8961245,0.8312731981277466,0.16251054868102074,0.7210667133331299
86,0.95292383,0.03595145347744527,0.91044277,0.7904289364814758,0.2103246146440506,0.6637609004974365
87,0.9449807,0.0429872628489528,0.89699286,0.7340667247772217,0.2840424893051386,0.5934868454933167
88,0.9480638,0.03961643155175026,0.9019092,0.7654014825820923,0.24322163313627243,0.631782591342926
89,0.95033836,0.038152057432917635,0.9061153,0.7591128349304199,0.2510171999782324,0.6235081553459167
90,0.94828093,0.040104721983273826,0.9025802,0.7854647636413574,0.21584551498293877,0.6567556262016296
91,0.95004433,0.03765173429491544,0.90547043,0.7958625555038452,0.2039007091522217,0.670346200466156
92,0.95091647,0.03771932575513016,0.9071045,0.806364893913269,0.1910373242199421,0.6851927042007446
93,0.94994617,0.03838206179477651,0.9052027,0.8141038417816162,0.18256058625876903,0.6956250667572021
94,0.9475505,0.040466447690069074,0.9011197,0.7939834594726562,0.20605246551334858,0.6679145097732544
95,0.9521564,0.036578102169012784,0.90923256,0.7903072237968445,0.21148745074868203,0.6632949709892273
96,0.94923234,0.03890222289383111,0.904049,0.7473131418228149,0.26606367200613024,0.6072332262992859
97,0.9474098,0.040266705507581886,0.9008199,0.8157786726951599,0.1802882131189108,0.698168158531189
98,0.94805115,0.040261744418078,0.902102,0.813250720500946,0.1837950122356415,0.6947702169418335
99,0.95111424,0.03688654386334949,0.90730137,0.7587124705314636,0.252032530978322,0.6225792169570923
100,0.95191664,0.036617819690192586,0.9087655,0.7475162744522095,0.2671292854845524,0.6085000038146973
101,0.9522792,0.03662708448716486,0.9094135,0.816798985004425,0.17922623872756957,0.6994443535804749
102,0.95023423,0.03760860316605881,0.9058091,0.821298360824585,0.17472717344760894,0.706709086894989
103,0.9508613,0.037532244780749985,0.9069159,0.7271777391433716,0.29399459779262543,0.5828806161880493
104,0.95133114,0.03722878820215813,0.90777385,0.8377192616462708,0.15542157512158156,0.7289722561836243
105,0.95052254,0.03765601928185935,0.90639305,0.7453629374504089,0.27037785001099107,0.6062671542167664
106,0.95076877,0.037569028287749696,0.9065413,0.8314340114593506,0.1625712214782834,0.7202271819114685
107,0.95152414,0.03746249250164538,0.9084594,0.8228827714920044,0.17224636804312468,0.708387553691864
108,0.9490985,0.03858920333511902,0.90364134,0.75124192237854,0.2632607066631317,0.6135667562484741
